Z,A,E,Theta,omega,sigma,error,citation
1,2,1.189,180.0,0.904,1.05,0.131,Arnold:1988us
1,2,1.189,180.0,0.9059999999999999,1.21,0.146,Arnold:1988us
1,2,1.281,180.0,0.78,0.000573,0.000161,Arnold:1988us
1,2,1.281,180.0,0.785,0.00101,0.000196,Arnold:1988us
1,2,1.281,180.0,0.79,0.000734,0.000204,Arnold:1988us
1,2,1.281,180.0,0.795,0.0011,0.000227,Arnold:1988us
1,2,1.281,180.0,0.8,0.00146,0.000252,Arnold:1988us
1,2,1.281,180.0,0.805,0.00147,0.000264,Arnold:1988us
1,2,1.281,180.0,0.81,0.0023,0.000322,Arnold:1988us
1,2,1.281,180.0,0.8190000000000001,0.00224,0.0006129999999999999,Arnold:1988us
1,2,1.281,180.0,0.8240000000000001,0.0038399999999999997,0.000956,Arnold:1988us
1,2,1.281,180.0,0.828,0.0069900000000000006,0.00135,Arnold:1988us
1,2,1.281,180.0,0.833,0.00472,0.0011099999999999999,Arnold:1988us
1,2,1.281,180.0,0.8370000000000001,0.00761,0.0013800000000000002,Arnold:1988us
1,2,1.281,180.0,0.8420000000000001,0.0086,0.0015300000000000001,Arnold:1988us
1,2,1.281,180.0,0.846,0.0102,0.00161,Arnold:1988us
1,2,1.281,180.0,0.856,0.0165,0.0016,Arnold:1988us
1,2,1.281,180.0,0.861,0.0192,0.0021100000000000003,Arnold:1988us
1,2,1.281,180.0,0.865,0.0233,0.0022600000000000003,Arnold:1988us
1,2,1.281,180.0,0.8690000000000001,0.0306,0.0026899999999999997,Arnold:1988us
1,2,1.281,180.0,0.873,0.0365,0.0030800000000000003,Arnold:1988us
1,2,1.281,180.0,0.877,0.0426,0.00344,Arnold:1988us
1,2,1.281,180.0,0.8809999999999999,0.0589,0.00432,Arnold:1988us
1,2,1.281,180.0,0.89,0.114,0.00968,Arnold:1988us
1,2,1.281,180.0,0.894,0.132,0.0123,Arnold:1988us
1,2,1.281,180.0,0.898,0.156,0.0127,Arnold:1988us
1,2,1.281,180.0,0.902,0.214,0.0159,Arnold:1988us
1,2,1.281,180.0,0.9059999999999999,0.253,0.018,Arnold:1988us
1,2,1.281,180.0,0.9079999999999999,0.302,0.0207,Arnold:1988us
1,2,1.281,180.0,0.909,0.304,0.0208,Arnold:1988us
1,2,1.281,180.0,0.915,0.445,0.0223,Arnold:1988us
1,2,1.281,180.0,0.9179999999999999,0.611,0.0486,Arnold:1988us
1,2,1.281,180.0,0.922,0.81,0.0398,Arnold:1988us
1,2,1.281,180.0,0.925,0.997,0.0506,Arnold:1988us
1,2,1.281,180.0,0.929,1.12,0.0472,Arnold:1988us
1,2,1.281,180.0,0.932,1.34,0.0567,Arnold:1988us
1,2,1.281,180.0,0.935,1.45,0.0567,Arnold:1988us
1,2,1.281,180.0,0.9390000000000001,1.55,0.0646,Arnold:1988us
1,2,1.281,180.0,0.9420000000000001,1.49,0.0582,Arnold:1988us
1,2,1.281,180.0,0.946,1.45,0.0625,Arnold:1988us
1,2,1.281,180.0,0.9490000000000001,1.26,0.0533,Arnold:1988us
1,2,1.281,180.0,0.953,1.15,0.0542,Arnold:1988us
1,2,1.281,180.0,0.956,1.04,0.0494,Arnold:1988us
1,2,1.281,180.0,0.96,0.942,0.0559,Arnold:1988us
1,2,1.511,89.97,0.899,0.98,0.04,Lung-thesis:1992
1,2,1.511,89.97,0.905,1.26,0.026,Lung-thesis:1992
1,2,1.511,89.97,0.911,1.62,0.024,Lung-thesis:1992
1,2,1.511,89.97,0.917,2.0,0.026,Lung-thesis:1992
1,2,1.511,89.97,0.923,2.6,0.03,Lung-thesis:1992
1,2,1.511,89.97,0.929,3.0,0.04,Lung-thesis:1992
1,2,1.511,89.97,0.936,3.0,0.052,Lung-thesis:1992
1,2,1.511,89.97,0.942,3.0,0.034,Lung-thesis:1992
1,2,1.511,89.97,0.948,2.6,0.03,Lung-thesis:1992
1,2,1.511,89.97,0.954,2.2,0.026,Lung-thesis:1992
1,2,1.511,89.97,0.96,1.92,0.024,Lung-thesis:1992
1,2,1.511,89.97,0.966,1.64,0.024,Lung-thesis:1992
1,2,1.511,89.97,0.972,1.44,0.024,Lung-thesis:1992
1,2,1.511,89.97,0.978,1.28,0.022,Lung-thesis:1992
1,2,1.511,89.97,0.985,1.2,0.02,Lung-thesis:1992
1,2,1.511,89.97,0.991,1.16,0.022,Lung-thesis:1992
1,2,1.511,89.97,0.997,1.24,0.026,Lung-thesis:1992
1,2,1.511,90.07,0.911,1.62,0.08,Lung-thesis:1992
1,2,1.511,90.07,0.917,2.0,0.054,Lung-thesis:1992
1,2,1.511,90.07,0.923,2.6,0.058,Lung-thesis:1992
1,2,1.511,90.07,0.929,3.0,0.066,Lung-thesis:1992
1,2,1.511,90.07,0.936,3.0,0.07,Lung-thesis:1992
1,2,1.511,90.07,0.942,2.8,0.06,Lung-thesis:1992
1,2,1.511,90.07,0.948,2.8,0.062,Lung-thesis:1992
1,2,1.511,90.07,0.954,1.98,0.1,Lung-thesis:1992
1,2,1.511,90.07,0.96,1.92,0.114,Lung-thesis:1992
1,2,1.511,90.07,0.966,1.56,0.076,Lung-thesis:1992
1,2,1.511,90.07,0.972,1.52,0.07,Lung-thesis:1992
1,2,1.511,90.07,0.978,1.3,0.062,Lung-thesis:1992
1,2,1.511,90.07,0.985,1.22,0.062,Lung-thesis:1992
1,2,1.511,90.07,0.991,1.26,0.068,Lung-thesis:1992
1,2,1.511,90.07,0.997,1.16,0.116,Lung-thesis:1992
1,2,1.968,55.21,0.844,0.76,0.162,Lung-thesis:1992
1,2,1.968,55.21,0.853,0.74,0.038,Lung-thesis:1992
1,2,1.968,55.21,0.861,0.98,0.03,Lung-thesis:1992
1,2,1.968,55.21,0.869,1.28,0.032,Lung-thesis:1992
1,2,1.968,55.21,0.878,1.72,0.038,Lung-thesis:1992
1,2,1.968,55.21,0.886,2.2,0.04,Lung-thesis:1992
1,2,1.968,55.21,0.895,3.0,0.046,Lung-thesis:1992
1,2,1.968,55.21,0.903,4.0,0.056,Lung-thesis:1992
1,2,1.968,55.21,0.911,5.2,0.066,Lung-thesis:1992
1,2,1.968,55.21,0.92,6.2,0.078,Lung-thesis:1992
1,2,1.968,55.21,0.928,7.0,0.12,Lung-thesis:1992
1,2,1.968,55.21,0.937,7.2,0.166,Lung-thesis:1992
1,2,1.968,55.21,0.945,7.0,0.14,Lung-thesis:1992
1,2,1.968,55.21,0.954,6.2,0.16,Lung-thesis:1992
1,2,1.968,55.21,0.962,4.6,0.3,Lung-thesis:1992
1,2,1.968,55.21,0.97,4.6,0.126,Lung-thesis:1992
1,2,1.968,55.21,0.979,3.8,0.086,Lung-thesis:1992
1,2,1.968,55.21,0.987,3.2,0.072,Lung-thesis:1992
1,2,1.968,55.21,0.996,2.8,0.064,Lung-thesis:1992
1,2,1.968,55.21,1.004,2.6,0.062,Lung-thesis:1992
1,2,1.968,55.21,1.012,2.6,0.064,Lung-thesis:1992
1,2,1.968,55.21,1.021,2.8,0.068,Lung-thesis:1992
1,2,1.968,55.21,1.029,2.8,0.082,Lung-thesis:1992
1,2,1.968,55.21,1.038,3.2,0.192,Lung-thesis:1992
1,2,1.968,89.95,1.305,0.34,0.06,Lung-thesis:1992
1,2,1.968,89.95,1.312,0.44,0.03,Lung-thesis:1992
1,2,1.968,89.95,1.318,0.5,0.03,Lung-thesis:1992
1,2,1.968,89.95,1.325,0.54,0.03,Lung-thesis:1992
1,2,1.968,89.95,1.332,0.66,0.036,Lung-thesis:1992
1,2,1.968,89.95,1.339,0.66,0.032,Lung-thesis:1992
1,2,1.968,89.95,1.346,0.68,0.036,Lung-thesis:1992
1,2,1.968,89.95,1.353,0.4,0.05,Lung-thesis:1992
1,2,1.968,89.97,1.27,0.07,0.0064,Lung-thesis:1992
1,2,1.968,89.97,1.277,0.088,0.0048,Lung-thesis:1992
1,2,1.968,89.97,1.284,0.114,0.0042,Lung-thesis:1992
1,2,1.968,89.97,1.291,0.156,0.0042,Lung-thesis:1992
1,2,1.968,89.97,1.298,0.22,0.0044,Lung-thesis:1992
1,2,1.968,89.97,1.305,0.3,0.005,Lung-thesis:1992
1,2,1.968,89.97,1.312,0.4,0.0058,Lung-thesis:1992
1,2,1.968,89.97,1.318,0.5,0.0068,Lung-thesis:1992
1,2,1.968,89.97,1.325,0.6,0.0078,Lung-thesis:1992
1,2,1.968,89.97,1.332,0.66,0.013,Lung-thesis:1992
1,2,1.968,89.97,1.339,0.68,0.0096,Lung-thesis:1992
1,2,1.968,89.97,1.346,0.62,0.009,Lung-thesis:1992
1,2,1.968,89.97,1.353,0.54,0.0088,Lung-thesis:1992
1,2,1.968,89.97,1.36,0.48,0.0084,Lung-thesis:1992
1,2,1.968,89.97,1.367,0.42,0.0082,Lung-thesis:1992
1,2,1.968,89.97,1.374,0.4,0.0084,Lung-thesis:1992
1,2,1.968,89.97,1.38,0.36,0.008,Lung-thesis:1992
1,2,1.968,89.97,1.387,0.38,0.0082,Lung-thesis:1992
1,2,1.968,89.97,1.394,0.42,0.0098,Lung-thesis:1992
1,2,2.015,38.84,0.582,10.08,0.1257,Arrington:1995hs
1,2,2.015,38.84,0.5915,14.07,0.1276,Arrington:1995hs
1,2,2.015,38.84,0.6024,20.42,0.1547,Arrington:1995hs
1,2,2.015,38.84,0.6132,29.29,0.1942,Arrington:1995hs
1,2,2.015,38.84,0.6241,39.11,0.2328,Arrington:1995hs
1,2,2.015,38.84,0.6349,48.0,0.2713,Arrington:1995hs
1,2,2.015,38.84,0.6457,53.21,0.29,Arrington:1995hs
1,2,2.015,38.84,0.6566,53.37,0.2837,Arrington:1995hs
1,2,2.015,38.84,0.6674,50.54,0.2716,Arrington:1995hs
1,2,2.015,38.84,0.6783,42.98,0.2388,Arrington:1995hs
1,2,2.015,38.84,0.6891,35.32,0.2035,Arrington:1995hs
1,2,2.015,38.84,0.7,29.58,0.1826,Arrington:1995hs
1,2,2.015,38.84,0.7108,23.37,0.163,Arrington:1995hs
1,2,2.015,38.84,0.7217,20.9,0.1625,Arrington:1995hs
1,2,2.407,41.11,0.8,0.56,0.08,Lung-thesis:1992
1,2,2.407,41.11,0.81,0.72,0.062,Lung-thesis:1992
1,2,2.407,41.11,0.82,0.8,0.058,Lung-thesis:1992
1,2,2.407,41.11,0.83,1.1,0.064,Lung-thesis:1992
1,2,2.407,41.11,0.839,1.36,0.07,Lung-thesis:1992
1,2,2.407,41.11,0.849,1.9,0.082,Lung-thesis:1992
1,2,2.407,41.11,0.859,2.4,0.09,Lung-thesis:1992
1,2,2.407,41.11,0.869,3.2,0.1,Lung-thesis:1992
1,2,2.407,41.11,0.879,4.2,0.084,Lung-thesis:1992
1,2,2.407,41.11,0.888,5.6,0.082,Lung-thesis:1992
1,2,2.407,41.11,0.898,7.2,0.094,Lung-thesis:1992
1,2,2.407,41.11,0.908,9.2,0.11,Lung-thesis:1992
1,2,2.407,41.11,0.918,11.0,0.128,Lung-thesis:1992
1,2,2.407,41.11,0.928,12.6,0.178,Lung-thesis:1992
1,2,2.407,41.11,0.937,12.8,0.22,Lung-thesis:1992
1,2,2.407,41.11,0.947,12.2,0.138,Lung-thesis:1992
1,2,2.407,41.11,0.957,11.0,0.126,Lung-thesis:1992
1,2,2.407,41.11,0.967,9.2,0.114,Lung-thesis:1992
1,2,2.407,41.11,0.977,7.8,0.11,Lung-thesis:1992
1,2,2.407,41.11,0.986,6.4,0.156,Lung-thesis:1992
1,2,2.407,41.11,0.996,5.8,0.26,Lung-thesis:1992
1,2,2.407,41.11,1.006,5.2,0.14,Lung-thesis:1992
1,2,2.407,41.11,1.016,4.8,0.112,Lung-thesis:1992
1,2,2.407,41.11,1.026,4.4,0.104,Lung-thesis:1992
1,2,2.407,41.11,1.035,4.4,0.102,Lung-thesis:1992
1,2,2.407,41.11,1.045,4.8,0.106,Lung-thesis:1992
1,2,2.407,41.11,1.055,5.4,0.118,Lung-thesis:1992
1,2,2.407,41.11,1.065,6.0,0.13,Lung-thesis:1992
1,2,2.407,41.11,1.074,6.8,0.146,Lung-thesis:1992
1,2,2.407,41.11,1.084,8.0,0.172,Lung-thesis:1992
1,2,2.407,41.11,1.094,9.4,0.26,Lung-thesis:1992
1,2,2.407,41.11,1.104,10.2,0.76,Lung-thesis:1992
1,2,2.407,58.88,1.285,0.36,0.05,Lung-thesis:1992
1,2,2.407,58.88,1.294,0.6,0.019,Lung-thesis:1992
1,2,2.407,58.88,1.304,0.84,0.0172,Lung-thesis:1992
1,2,2.407,58.88,1.313,1.04,0.0184,Lung-thesis:1992
1,2,2.407,58.88,1.323,1.24,0.02,Lung-thesis:1992
1,2,2.407,58.88,1.332,1.34,0.034,Lung-thesis:1992
1,2,2.407,58.88,1.342,1.38,0.022,Lung-thesis:1992
1,2,2.407,58.88,1.351,1.26,0.02,Lung-thesis:1992
1,2,2.407,58.88,1.361,1.14,0.02,Lung-thesis:1992
1,2,2.407,58.88,1.37,0.96,0.03,Lung-thesis:1992
1,2,2.407,58.88,1.38,0.92,0.056,Lung-thesis:1992
1,2,2.407,58.88,1.389,0.78,0.03,Lung-thesis:1992
1,2,2.407,58.88,1.399,0.72,0.026,Lung-thesis:1992
1,2,2.407,58.88,1.408,0.78,0.026,Lung-thesis:1992
1,2,2.407,58.88,1.418,0.8,0.026,Lung-thesis:1992
1,2,2.407,58.88,1.427,0.88,0.028,Lung-thesis:1992
1,2,2.407,58.88,1.437,1.04,0.034,Lung-thesis:1992
1,2,2.407,58.88,1.446,1.22,0.044,Lung-thesis:1992
1,2,2.407,58.88,1.456,1.56,0.13,Lung-thesis:1992
1,2,2.407,89.97,1.671,0.03,0.0046,Lung-thesis:1992
1,2,2.407,89.97,1.679,0.034,0.0042,Lung-thesis:1992
1,2,2.407,89.97,1.686,0.048,0.0038,Lung-thesis:1992
1,2,2.407,89.97,1.694,0.06,0.0028,Lung-thesis:1992
1,2,2.407,89.97,1.701,0.08,0.0024,Lung-thesis:1992
1,2,2.407,89.97,1.709,0.106,0.0024,Lung-thesis:1992
1,2,2.407,89.97,1.716,0.14,0.0026,Lung-thesis:1992
1,2,2.407,89.97,1.724,0.174,0.0028,Lung-thesis:1992
1,2,2.407,89.97,1.731,0.196,0.004,Lung-thesis:1992
1,2,2.407,89.97,1.739,0.2,0.0032,Lung-thesis:1992
1,2,2.407,89.97,1.746,0.192,0.003,Lung-thesis:1992
1,2,2.407,89.97,1.754,0.176,0.0028,Lung-thesis:1992
1,2,2.407,89.97,1.761,0.154,0.0028,Lung-thesis:1992
1,2,2.407,89.97,1.768,0.144,0.0028,Lung-thesis:1992
1,2,2.407,89.97,1.776,0.148,0.0034,Lung-thesis:1992
1,2,2.407,89.97,1.783,0.154,0.0036,Lung-thesis:1992
1,2,2.407,89.97,1.791,0.17,0.0038,Lung-thesis:1992
1,2,2.407,89.97,1.798,0.19,0.0042,Lung-thesis:1992
1,2,2.407,89.97,1.806,0.22,0.0052,Lung-thesis:1992
1,2,2.837,44.99,1.208,0.154,0.054,Lung-thesis:1992
1,2,2.837,44.99,1.219,0.166,0.022,Lung-thesis:1992
1,2,2.837,44.99,1.23,0.26,0.02,Lung-thesis:1992
1,2,2.837,44.99,1.242,0.34,0.022,Lung-thesis:1992
1,2,2.837,44.99,1.253,0.44,0.026,Lung-thesis:1992
1,2,2.837,44.99,1.264,0.58,0.028,Lung-thesis:1992
1,2,2.837,44.99,1.276,0.82,0.024,Lung-thesis:1992
1,2,2.837,44.99,1.287,1.08,0.022,Lung-thesis:1992
1,2,2.837,44.99,1.298,1.44,0.026,Lung-thesis:1992
1,2,2.837,44.99,1.31,1.8,0.028,Lung-thesis:1992
1,2,2.837,44.99,1.321,2.2,0.032,Lung-thesis:1992
1,2,2.837,44.99,1.332,2.4,0.054,Lung-thesis:1992
1,2,2.837,44.99,1.343,2.4,0.036,Lung-thesis:1992
1,2,2.837,44.99,1.355,2.2,0.034,Lung-thesis:1992
1,2,2.837,44.99,1.366,1.86,0.032,Lung-thesis:1992
1,2,2.837,44.99,1.377,1.64,0.034,Lung-thesis:1992
1,2,2.837,44.99,1.389,1.42,0.054,Lung-thesis:1992
1,2,2.837,44.99,1.4,1.4,0.084,Lung-thesis:1992
1,2,2.837,44.99,1.411,1.24,0.05,Lung-thesis:1992
1,2,2.837,44.99,1.423,1.28,0.046,Lung-thesis:1992
1,2,2.837,44.99,1.434,1.34,0.046,Lung-thesis:1992
1,2,2.837,44.99,1.445,1.48,0.048,Lung-thesis:1992
1,2,2.837,44.99,1.457,1.7,0.054,Lung-thesis:1992
1,2,2.837,44.99,1.468,1.88,0.058,Lung-thesis:1992
1,2,2.837,44.99,1.479,2.4,0.068,Lung-thesis:1992
1,2,2.837,44.99,1.49,2.6,0.082,Lung-thesis:1992
1,2,2.837,44.99,1.502,2.8,0.15,Lung-thesis:1992
1,2,2.837,61.21,1.648,0.042,0.0074,Lung-thesis:1992
1,2,2.837,61.21,1.658,0.064,0.0068,Lung-thesis:1992
1,2,2.837,61.21,1.669,0.082,0.007,Lung-thesis:1992
1,2,2.837,61.21,1.679,0.112,0.008,Lung-thesis:1992
1,2,2.837,61.21,1.689,0.172,0.0076,Lung-thesis:1992
1,2,2.837,61.21,1.7,0.22,0.0066,Lung-thesis:1992
1,2,2.837,61.21,1.71,0.28,0.007,Lung-thesis:1992
1,2,2.837,61.21,1.72,0.36,0.0078,Lung-thesis:1992
1,2,2.837,61.21,1.731,0.38,0.0108,Lung-thesis:1992
1,2,2.837,61.21,1.741,0.38,0.009,Lung-thesis:1992
1,2,2.837,61.21,1.752,0.38,0.0088,Lung-thesis:1992
1,2,2.837,61.21,1.762,0.34,0.009,Lung-thesis:1992
1,2,2.837,61.21,1.772,0.32,0.0156,Lung-thesis:1992
1,2,2.837,61.21,1.783,0.28,0.02,Lung-thesis:1992
1,2,2.837,61.21,1.793,0.26,0.0118,Lung-thesis:1992
1,2,2.837,61.21,1.803,0.3,0.012,Lung-thesis:1992
1,2,2.837,61.21,1.814,0.3,0.0124,Lung-thesis:1992
1,2,2.837,61.21,1.824,0.36,0.013,Lung-thesis:1992
1,2,2.837,61.21,1.835,0.42,0.015,Lung-thesis:1992
1,2,2.837,61.21,1.845,0.48,0.0176,Lung-thesis:1992
1,2,2.837,61.21,1.855,0.56,0.032,Lung-thesis:1992
1,2,2.837,89.97,2.065,0.0074,0.00168,Lung-thesis:1992
1,2,2.837,89.97,2.071,0.011,0.00162,Lung-thesis:1992
1,2,2.837,89.97,2.078,0.0138,0.0016,Lung-thesis:1992
1,2,2.837,89.97,2.085,0.0176,0.00156,Lung-thesis:1992
1,2,2.837,89.97,2.091,0.022,0.0015199999999999999,Lung-thesis:1992
1,2,2.837,89.97,2.098,0.028,0.0015400000000000001,Lung-thesis:1992
1,2,2.837,89.97,2.104,0.034,0.00156,Lung-thesis:1992
1,2,2.837,89.97,2.111,0.046,0.00162,Lung-thesis:1992
1,2,2.837,89.97,2.118,0.056,0.0017,Lung-thesis:1992
1,2,2.837,89.97,2.124,0.066,0.0017399999999999998,Lung-thesis:1992
1,2,2.837,89.97,2.131,0.074,0.002,Lung-thesis:1992
1,2,2.837,89.97,2.138,0.076,0.0018800000000000002,Lung-thesis:1992
1,2,2.837,89.97,2.144,0.074,0.00182,Lung-thesis:1992
1,2,2.837,89.97,2.151,0.072,0.00182,Lung-thesis:1992
1,2,2.837,89.97,2.157,0.066,0.0017800000000000001,Lung-thesis:1992
1,2,2.837,89.97,2.164,0.062,0.0018,Lung-thesis:1992
1,2,2.837,89.97,2.171,0.062,0.0019,Lung-thesis:1992
1,2,2.837,89.97,2.177,0.068,0.0022,Lung-thesis:1992
1,2,2.837,89.97,2.184,0.07,0.0022,Lung-thesis:1992
1,2,2.837,89.97,2.191,0.082,0.0024,Lung-thesis:1992
1,2,2.837,89.97,2.197,0.094,0.0026,Lung-thesis:1992
1,2,2.837,89.97,2.204,0.104,0.003,Lung-thesis:1992
1,2,2.837,89.97,2.21,0.112,0.0034,Lung-thesis:1992
1,2,3.188,47.68,1.635,0.3317,0.02105,Arrington:1995hs
1,2,3.188,47.68,1.6452,0.4422,0.020730000000000002,Arrington:1995hs
1,2,3.188,47.68,1.657,0.5064,0.0218,Arrington:1995hs
1,2,3.188,47.68,1.6687,0.6169,0.023719999999999998,Arrington:1995hs
1,2,3.188,47.68,1.6805,0.6454,0.02461,Arrington:1995hs
1,2,3.188,47.68,1.6923,0.7099,0.02519,Arrington:1995hs
1,2,3.188,47.68,1.704,0.6457,0.023719999999999998,Arrington:1995hs
1,2,3.188,47.68,1.7158,0.5923,0.02247,Arrington:1995hs
1,2,3.188,47.68,1.7275,0.6051,0.022619999999999998,Arrington:1995hs
1,2,3.188,47.68,1.7393,0.6004,0.0221,Arrington:1995hs
1,2,3.188,47.68,1.751,0.5593,0.02146,Arrington:1995hs
1,2,3.188,47.68,1.7628,0.5717,0.02195,Arrington:1995hs
1,2,3.188,47.68,1.7745,0.6174,0.02352,Arrington:1995hs
1,2,3.188,47.68,1.7863,0.677,0.025910000000000002,Arrington:1995hs
1,2,4.045,15.0,0.405,69.2,2.477,Arrington:1998ps
1,2,4.045,15.0,0.42,108.0,2.873,Arrington:1998ps
1,2,4.045,15.0,0.435,156.0,3.245,Arrington:1998ps
1,2,4.045,15.0,0.45,242.8,3.861,Arrington:1998ps
1,2,4.045,15.0,0.465,355.3,4.548,Arrington:1998ps
1,2,4.045,15.0,0.48,525.8,5.521,Arrington:1998ps
1,2,4.045,15.0,0.495,732.0,6.734,Arrington:1998ps
1,2,4.045,15.0,0.51,917.9,7.71,Arrington:1998ps
1,2,4.045,15.0,0.525,970.8,7.669,Arrington:1998ps
1,2,4.045,15.0,0.54,823.8,6.343,Arrington:1998ps
1,2,4.045,15.0,0.555,623.5,4.926,Arrington:1998ps
1,2,4.045,15.0,0.57,446.8,3.753,Arrington:1998ps
1,2,4.045,15.0,0.585,309.2,2.906,Arrington:1998ps
1,2,4.045,15.0,0.6,240.0,2.448,Arrington:1998ps
1,2,4.045,15.0,0.615,189.0,2.0980000000000003,Arrington:1998ps
1,2,4.045,15.0,0.63,162.2,1.946,Arrington:1998ps
1,2,4.045,15.0,0.645,163.2,2.024,Arrington:1998ps
1,2,4.045,15.0,0.66,169.8,2.1390000000000002,Arrington:1998ps
1,2,4.045,15.0,0.675,177.1,2.267,Arrington:1998ps
1,2,4.045,15.0,0.69,209.0,2.529,Arrington:1998ps
1,2,4.045,15.0,0.705,243.2,2.821,Arrington:1998ps
1,2,4.045,15.0,0.72,290.3,3.1639999999999997,Arrington:1998ps
1,2,4.045,15.0,0.735,335.2,3.4530000000000003,Arrington:1998ps
1,2,4.045,15.0,0.75,376.6,3.6910000000000003,Arrington:1998ps
1,2,4.045,15.0,0.765,412.6,3.878,Arrington:1998ps
1,2,4.045,15.0,0.78,447.8,4.03,Arrington:1998ps
1,2,4.045,15.0,0.795,476.4,4.0969999999999995,Arrington:1998ps
1,2,4.045,15.0,0.81,477.1,4.055,Arrington:1998ps
1,2,4.045,15.0,0.825,489.9,4.115,Arrington:1998ps
1,2,4.045,15.0,0.84,479.8,4.03,Arrington:1998ps
1,2,4.045,15.0,0.855,473.2,3.928,Arrington:1998ps
1,2,4.045,15.0,0.87,462.5,3.885,Arrington:1998ps
1,2,4.045,15.0,0.885,450.8,3.787,Arrington:1998ps
1,2,4.045,15.0,0.9,427.6,3.677,Arrington:1998ps
1,2,4.045,15.0,0.915,402.1,3.5380000000000003,Arrington:1998ps
1,2,4.045,15.0,0.93,381.7,3.435,Arrington:1998ps
1,2,4.045,15.0,0.945,369.8,3.365,Arrington:1998ps
1,2,4.045,15.0,0.96,361.2,3.323,Arrington:1998ps
1,2,4.045,15.0,0.975,359.4,3.306,Arrington:1998ps
1,2,4.045,15.0,0.99,352.2,3.3110000000000004,Arrington:1998ps
1,2,4.045,15.0,1.005,343.6,3.299,Arrington:1998ps
1,2,4.045,15.0,1.02,351.2,3.407,Arrington:1998ps
1,2,4.045,15.0,1.035,358.7,3.4789999999999996,Arrington:1998ps
1,2,4.045,15.0,1.05,358.1,3.509,Arrington:1998ps
1,2,4.045,15.0,1.065,367.4,3.637,Arrington:1998ps
1,2,4.045,15.0,1.08,375.4,3.7539999999999996,Arrington:1998ps
1,2,4.045,15.0,1.095,374.8,3.86,Arrington:1998ps
1,2,4.045,15.0,1.11,393.4,4.052,Arrington:1998ps
1,2,4.045,15.0,1.125,418.6,4.353,Arrington:1998ps
1,2,4.045,15.0,1.14,409.2,4.378,Arrington:1998ps
1,2,4.045,15.0,1.155,433.6,4.683,Arrington:1998ps
1,2,4.045,15.0,1.17,430.2,4.775,Arrington:1998ps
1,2,4.045,15.0,1.185,432.8,4.977,Arrington:1998ps
1,2,4.045,23.0,0.615,0.05189,0.0007161,Arrington:1998ps
1,2,4.045,23.0,0.63,0.06439,0.000792,Arrington:1998ps
1,2,4.045,23.0,0.645,0.07253,0.0007978,Arrington:1998ps
1,2,4.045,23.0,0.66,0.08513,0.0008427999999999999,Arrington:1998ps
1,2,4.045,23.0,0.675,0.1039,0.0009247,Arrington:1998ps
1,2,4.045,23.0,0.69,0.1223,0.001003,Arrington:1998ps
1,2,4.045,23.0,0.705,0.1505,0.001129,Arrington:1998ps
1,2,4.045,23.0,0.72,0.1822,0.001257,Arrington:1998ps
1,2,4.045,23.0,0.735,0.2258,0.001423,Arrington:1998ps
1,2,4.045,23.0,0.75,0.2771,0.001607,Arrington:1998ps
1,2,4.045,23.0,0.765,0.3455,0.001831,Arrington:1998ps
1,2,4.045,23.0,0.78,0.4298,0.002106,Arrington:1998ps
1,2,4.045,23.0,0.795,0.5528,0.0024879999999999998,Arrington:1998ps
1,2,4.045,23.0,0.81,0.7034,0.002954,Arrington:1998ps
1,2,4.045,23.0,0.825,0.9151,0.0035689999999999997,Arrington:1998ps
1,2,4.045,23.0,0.84,1.15,0.004255,Arrington:1998ps
1,2,4.045,23.0,0.855,1.3530000000000002,0.04045,Arrington:1998ps
1,2,4.045,23.0,0.87,1.6580000000000001,0.0446,Arrington:1998ps
1,2,4.045,23.0,0.885,2.171,0.05058,Arrington:1998ps
1,2,4.045,23.0,0.9,2.907,0.05814,Arrington:1998ps
1,2,4.045,23.0,0.915,4.141,0.0646,Arrington:1998ps
1,2,4.045,23.0,0.93,5.672999999999999,0.07432000000000001,Arrington:1998ps
1,2,4.045,23.0,0.945,7.73,0.08503,Arrington:1998ps
1,2,4.045,23.0,0.96,10.43,0.09804,Arrington:1998ps
1,2,4.045,23.0,0.975,14.25,0.1126,Arrington:1998ps
1,2,4.045,23.0,0.99,18.75,0.1294,Arrington:1998ps
1,2,4.045,23.0,1.005,23.4,0.1427,Arrington:1998ps
1,2,4.045,23.0,1.02,27.28,0.1528,Arrington:1998ps
1,2,4.045,23.0,1.035,29.56,0.1567,Arrington:1998ps
1,2,4.045,23.0,1.05,27.3,0.1474,Arrington:1998ps
1,2,4.045,23.0,1.065,23.57,0.132,Arrington:1998ps
1,2,4.045,23.0,1.08,19.61,0.1177,Arrington:1998ps
1,2,4.045,23.0,1.095,16.3,0.1043,Arrington:1998ps
1,2,4.045,23.0,1.11,14.22,0.09954,Arrington:1998ps
1,2,4.045,23.0,1.125,11.78,0.08953,Arrington:1998ps
1,2,4.045,23.0,1.14,11.25,0.09112999999999999,Arrington:1998ps
1,2,4.045,23.0,1.155,11.34,0.09412000000000001,Arrington:1998ps
1,2,4.045,23.0,1.17,11.41,0.09813,Arrington:1998ps
1,2,4.045,23.0,1.185,12.55,0.1092,Arrington:1998ps
1,2,4.045,23.0,1.2,14.73,0.1989,Arrington:1998ps
1,2,4.045,23.0,1.215,16.64,0.213,Arrington:1998ps
1,2,4.045,23.0,1.23,18.88,0.2303,Arrington:1998ps
